namespace,name,kind,description,properties,example_json,url
CFX.Production,OperatorActivated,Event/Notification,Indicates that an operator is now active at or responsible for a process endpoint. Having multiple operators (each needs to be activated and deactivated separately) or an absence of an operator is possible.,OperatorActivated:  | Operator: A structure which defines the Operator.,"{
  ""Operator"": {
    ""OperatorIdentifier"": ""42b7a5cc-3bbd-4010-8a01-1c5851b9a2a3"",
    ""ActorType"": ""Human"",
    ""LastName"": ""Smith"",
    ""FirstName"": ""Bill"",
    ""LoginName"": ""bill.smith@domain1.com""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_OperatorActivated.htm
CFX.Production,OperatorDeactivated,Event/Notification,Indicates that an activated operator is no longer active or responsible at a process endpoint,OperatorDeactivated:  | Operator: A structure which defines the Operator (optional),"{
  ""Operator"": {
    ""OperatorIdentifier"": ""ea9da45d-9b1f-4e6a-974f-df06aeede42f"",
    ""ActorType"": ""Human"",
    ""LastName"": ""Smith"",
    ""FirstName"": ""Bill"",
    ""LoginName"": ""bill.smith@domain1.com""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_OperatorDeactivated.htm
CFX.Production,ReadingsRecorded,Event/Notification,A process endpoint uses this message to send a data object that has been acquired for example from a sensor or a reading taken during processing of the unit. This data is typically used as a traceability record.,"ReadingsRecorded: Default constructor | Readings: Dynamic structure providing a list of readings to be recorded. | TransactionId: If the readings related to this message are associated with a work transaction, this property contains the Id of the transaction.",,https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_ReadingsRecorded.htm
CFX.Production,RecipeActivated,Event/Notification,Sent by a process endpoint to indicate the activation of a recipe by its name,"RecipeActivated: Default constructor | ExpectedCycleTime: The total amount of time (in ms) that is expected to process one unit or group of units (as in the case of a carrier or panelized PCB), assuming no blocked or starved conditions at the station. This includes both productive and non-productive time, such as transfer, positioning, etc. | ExpectedUnitsPerWorkTransaction: The number of units that are to be processed simulataneously by this recipe. For example, in the case of a 2 x 2 panelized PCB, this property would be 4 because 4 units (PCBs) are procesed at one time per work transaction. In the case that a station processes a variable number of units per transaction, this should represent the average number of units expected to be processed per transaction. | ExpectedWorkTime: ** NOTE: ADDED in CFX 1.6 ** The total amount of productive time (in ms) that is expected to process one unit or group of units (as in the case of a carrier or panelized PCB), assuming no blocked or starved conditions at the station. This does not include any non-productive time, such as transfer, positioning, etc. | Lane: Number of the production lane (if applicable) | NumberOfComponentsPerUnit: The number of components to install for each unit of a work. | RecipeName: THe name of the recipe (may include full path, if applicable) | RecipeStagesInformation: ** NOTE: ADDED in CFX 1.2 ** An optional list of information about the recipe for each stage of the machine | RelevantSurface: ** NOTE: ADDED in CFX 1.3 ** For two-dimensional products, such as printed circuit assemblies, specifies the relevant surface that will be processed by the newly activated recipe. | Revision: Version number, e.g. “2.0” (Optional) | Stage: An optional stage | TargetQuantity: ** NOTE: ADDED in CFX 1.3 ** Identifies the target number of units to be produced by the newly activated recipe. This property is optional, but should be specified if known by the endpoint producing this message. | WorkOrderIdentifier: ** NOTE: ADDED in CFX 1.3 ** Identifies the Work Order (or Batch) that will be executed by the newly activated recipe.","{
  ""RecipeName"": ""RECIPE3234"",
  ""Revision"": ""B"",
  ""Lane"": 1,
  ""Stage"": null,
  ""ExpectedCycleTime"": 60,
  ""ExpectedUnitsPerWorkTransaction"": 1,
  ""NumberOfComponentsPerUnit"": 500,
  ""WorkOrderIdentifier"": {
    ""WorkOrderId"": ""WO-1000-1000"",
    ""Batch"": ""WO-1000-1000-B1""
  },
  ""TargetQuantity"": 500.0,
  ""RelevantSurface"": ""PrimarySurface"",
  ""RecipeStagesInformation”: [
  {
    ""Stage"": {
      ""StageSequence"": 1,
      ""StageName"": ""STAGE1"",
      ""StageType"": ""Work""
    }
    ""ExpectedCycleTime"": 80,
    ""NumberOfComponentsPerUnit"": 200
  },
  {
    ""Stage"": {
      ""StageSequence"": 2,
      ""StageName"": ""STAGE2"",
      ""StageType"": ""Work""
    }
    ""ExpectedCycleTime"": 120,
    ""NumberOfComponentsPerUnit"": 250
  }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_RecipeActivated.htm
CFX.Production,RecipeDeactivated,Event/Notification,** NOTE: ADDED in CFX 1.,"RecipeDeactivated:  | Lane: Number of the production lane (if applicable) | RecipeName: The name of the recipe (may include full path, if applicable) | Revision: Version number, e.g. “2.0” (Optional) | Stage: An optional stage | WorkOrderIdentifier: ** NOTE: ADDED in CFX 1.6 ** Identifies the Work Order (or Batch) that is related to the deactivated recipe.","{
  ""RecipeName"": ""RECIPE3234"",
  ""Revision"": ""B"",
  ""Lane"": 1,
  ""Stage"": null
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_RecipeDeactivated.htm
CFX.Production,RecipeModified,Event/Notification,Sent by a process endpoint to indicate that a change has been made to a specified named recipe.,"RecipeModified:  | ModifiedBy: The operator who performed the modification. (optional) | Notes: Any additional notes provided by the user who performed the modification. | Reason: The reason for the modification. | RecipeName: The name of the recipe (may include full path, if applicable) | Revision: Version number, e.g. “2.0” (Optional) | WorkOrderIdentifier: ** NOTE: ADDED in CFX 1.6 ** Identifies the Work Order (or Batch) that is related to the modified recipe.","{
  ""RecipeName"": ""RECIPE3234"",
  ""Revision"": ""D"",
  ""ModifiedBy"": {
    ""OperatorIdentifier"": ""95739c63-7e59-481b-a597-627cb843c8f4"",
    ""ActorType"": ""Human"",
    ""LastName"": ""Smith"",
    ""FirstName"": ""Bill"",
    ""LoginName"": ""bill.smith@domain1.com""
  },
  ""Reason"": ""PositionalCorrection"",
  ""Notes"": null
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_RecipeModified.htm
CFX.Production,SetupRequirementsChanged,Event/Notification,"Sent whenever the setup requirement of materials, tools, etc. are changed for any reason at a process endpoint. This message contains a detailed listing of the required items, and their designated positions.",SetupRequirementsChanged:  | Lane: An optional property designating the affected Lane. | Stage: An optional property designating the affected Stage.,"{
  ""Lane"": 1,
  ""Stage"": null
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_SetupRequirementsChanged.htm
CFX.Production,ToolsCleaned,Event/Notification,** NOTE: ADDED in CFX 1.,ToolsCleaned:  | CleaningSteps: A list of cleaning steps | Tools: A list of the tools that were cleaned. It may contain SMTSqueegee or SMTStencil | TransactionID: Related Transaction ID specified previously by ToolsLoaded Message,"{
  ""TransactionID"": ""72b27f43-78ff-4804-bf5c-45582f6463e3"",
  ""Tools"": [
    {
      ""$type"": ""CFX.Structures.SolderPastePrinting.SMTSqueegee, CFX"",
      ""CleaningState"": ""Cleaned"",
      ""UniqueIdentifier"": ""SQ1234567890"",
      ""Name"": ""Squeegee name""
    },
    {
      ""$type"": ""CFX.Structures.SolderPastePrinting.SMTStencil, CFX"",
      ""CleaningState"": ""Cleaned"",
      ""UniqueIdentifier"": ""ST1234567890"",
      ""Name"": ""Stencil name""
    }
  ],
  ""CleaningSteps"": [
    {
      ""CleaningStepType"": ""Wash"",
      ""CleaningStepTime"": 200.0,
      ""Readings"": [
        {
          ""ReadingType"": ""FlowRateAverage"",
          ""ReadingValue"": 12.0
        },
        {
          ""ReadingType"": ""FlowRateMax"",
          ""ReadingValue"": 20.0
        },
        {
          ""ReadingType"": ""FlowRateMin"",
          ""ReadingValue"": 4.0
        }
      ]
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_ToolsCleaned.htm
CFX.Production,ToolsLoaded,Event/Notification,** NOTE: ADDED in CFX 1.,"ToolsLoaded: Default Constructor | Tools: A list of the tools that were loaded. It may contain SMTSqueegee or SMTStencil | TransactionID: Transaction ID used to attach events and data during subsequent processing, until ToolsUnloaded","{
  ""TransactionID"": ""d3e7fe9a-5e42-4121-9edd-a8b46d112ba9"",
  ""Tools"": [
    {
      ""$type"": ""CFX.Structures.SolderPastePrinting.SMTSqueegee, CFX"",
      ""CleaningState"": ""NotCleaned"",
      ""UniqueIdentifier"": ""SQ1234567890"",
      ""Name"": ""Squeegee name""
    },
    {
      ""$type"": ""CFX.Structures.SolderPastePrinting.SMTStencil, CFX"",
      ""CleaningState"": ""Unknown"",
      ""UniqueIdentifier"": ""ST1234567890"",
      ""Name"": ""Stencil name""
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_ToolsLoaded.htm
CFX.Production,ToolsUnloaded,Event/Notification,** NOTE: ADDED in CFX 1.,ToolsUnloaded: Default Constructor | Tools: A list of the tools that were unloaded. It may contain SMTSqueegee or SMTStencil | TransactionID: Related Transaction ID specified previously by ToolsLoaded Message,"{
  ""TransactionID"": ""d3e7fe9a-5e42-4121-9edd-a8b46d112ba9"",
  ""Tools"": [
    {
      ""$type"": ""CFX.Structures.SolderPastePrinting.SMTSqueegee, CFX"",
      ""CleaningState"": ""Cleaned"",
      ""UniqueIdentifier"": ""SQ1234567890"",
      ""Name"": ""Squeegee name""
    },
    {
      ""$type"": ""CFX.Structures.SolderPastePrinting.SMTStencil, CFX"",
      ""CleaningState"": ""Cleaned"",
      ""UniqueIdentifier"": ""ST1234567890"",
      ""Name"": ""Stencil name""
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_ToolsUnloaded.htm
CFX.Production,ToolsUsed,Event/Notification,Sent by a process endpoint when one or more tools are used in the course of performing an assembly operation.,ToolsUsed: Default Constructor | TransactionId: The id of the work transaction with which this installation is associated. | UsedTools: A list of the tools that were used,"{
  ""TransactionId"": ""ff199a2e-4b31-4321-8afe-eff177f1a860"",
  ""UsedTools"": [
    {
      ""UnitIdentifier"": ""PANEL23423432"",
      ""UnitPositionNumber"": 1,
      ""Tool"": {
        ""$type"": ""CFX.Structures.SMTPlacement.SMTHeadAndNozzle, CFX"",
        ""HeadId"": ""HEAD1"",
        ""HeadNozzleNumber"": 2,
        ""NozzleType"": ""409A"",
        ""UniqueIdentifier"": ""UID234213421"",
        ""Name"": ""Nozzle45""
      },
      ""UsageCycles"": 3,
      ""InstalledComponents"": [
        {
          ""ReferenceDesignator"": ""R1"",
          ""InstallationTime"": ""2018-10-25T08:46:46.6320834-04:00""
        },
        {
          ""ReferenceDesignator"": ""R2"",
          ""InstallationTime"": ""2018-10-25T08:46:46.6320834-04:00""
        },
        {
          ""ReferenceDesignator"": ""R3"",
          ""InstallationTime"": ""2018-10-25T08:46:46.6320834-04:00""
        }
      ]
    },
    {
      ""UnitIdentifier"": ""PANEL23423432"",
      ""UnitPositionNumber"": 2,
      ""Tool"": {
        ""$type"": ""CFX.Structures.SMTPlacement.SMTHeadAndNozzle, CFX"",
        ""HeadId"": ""HEAD2"",
        ""HeadNozzleNumber"": 3,
        ""NozzleType"": ""409A"",
        ""UniqueIdentifier"": ""UID234223422"",
        ""Name"": ""Nozzle47""
      },
      ""UsageCycles"": 3,
      ""InstalledComponents"": [
        {
          ""ReferenceDesignator"": ""R1"",
          ""InstallationTime"": ""2018-10-25T08:46:46.6320834-04:00""
        },
        {
          ""ReferenceDesignator"": ""R2"",
          ""InstallationTime"": ""2018-10-25T08:46:46.6320834-04:00""
        },
        {
          ""ReferenceDesignator"": ""R3"",
          ""InstallationTime"": ""2018-10-25T08:46:46.6320834-04:00""
        }
      ]
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_ToolsUsed.htm
CFX.Production,UnblockMaterialLocationsRequest,Request,Sent to a process endpoint to release a material locations block which was put into place by a previously sent BlockMaterialLocationsRequest,UnblockMaterialLocationsRequest: Default constructor | Locations: A list of locations to be unblocked,"{
  ""Locations"": [
    {
      ""LocationIdentifier"": ""23143433"",
      ""LocationName"": ""SLOT45"",
      ""MaterialPackage"": null,
      ""CarrierInformation"": null
    },
    {
      ""LocationIdentifier"": ""23143454"",
      ""LocationName"": ""SLOT46"",
      ""MaterialPackage"": null,
      ""CarrierInformation"": null
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UnblockMaterialLocationsRequest.htm
CFX.Production,UnblockMaterialLocationsResponse,Response,Response to UnblockMaterialLocationsRequest,UnblockMaterialLocationsResponse: Default constructor | Result: The result of the request,"{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""BLOCKED OK""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UnblockMaterialLocationsResponse.htm
CFX.Production,UnitsArrived,Event/Notification,"Sent when production units physically arrives at a process endpoint, prior to any work or other activity commencing.","UnitsArrived: Default constructor | HermesIdentifier: The Hermes BoardId of the carrier, a PCB panel or single production unit. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. HermesIdentifier will be transfered between all machines which support Hermes. The PrimaryIdentifier is containing a barcode information. Both can be transferred. Remarks Espcially when the line does not support the Hermes standard in the hole line, the Hermes Identifier can be unique only in the a part of the line. The Primary Identifier can be used to correlate the parts of hermes sublines to correlate this data as well. | Lane: Lane identifier. Null if no specific lane | PrimaryIdentifier: The barcode, RFID, etc. that was most recently acquired by the scanner / reader. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. | UnitCount: The number of individual production units | Units: An optional list of structures that identify each specific instance of production unit that arrived (if known). Could be individual units, or within a carrier, panel, etc.","{
  ""UnitCount"": 2,
  ""Units"": [
    {
      ""UnitIdentifier"": ""CARRIER5566"",
      ""PositionNumber"": 1,
      ""PositionName"": ""CIRCUIT1"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 0.0,
      ""FlipX"": false,
      ""FlipY"": false
    },
    {
      ""UnitIdentifier"": ""CARRIER5566"",
      ""PositionNumber"": 2,
      ""PositionName"": ""CIRCUIT2"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 90.0,
      ""FlipX"": false,
      ""FlipY"": false
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UnitsArrived.htm
CFX.Production,UnitsDeparted,Event/Notification,Sent by a process endpoint when units physically depart from a process endpoint. This does not imply any information about any activity that may have taken place.,"UnitsDeparted: Default constructor | HermesIdentifier: The Hermes BoardId of the carrier, a PCB panel or single production unit. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. HermesIdentifier will be transfered between all machines which support Hermes. The PrimaryIdentifier is containing a barcode information. Both can be transferred. Remarks Espcially when the line does not support the Hermes standard in the hole line, the Hermes Identifier can be unique only in the a part of the line. The Primary Identifier can be used to correlate the parts of hermes sublines to correlate this data as well. | Lane: Lane identifier. Null if no specific lane | PrimaryIdentifier: The barcode, RFID, etc. that was most recently acquired by the scanner / reader. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. | UnitCount: The number of individual production units | Units: An optional list of structures that identify each specific instance of production unit that arrived (if known). Could be individual units, or within a carrier, panel, etc.","{
  ""UnitCount"": 2,
  ""Units"": [
    {
      ""UnitIdentifier"": ""CARRIER5566"",
      ""PositionNumber"": 1,
      ""PositionName"": ""CIRCUIT1"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 0.0,
      ""FlipX"": false,
      ""FlipY"": false
    },
    {
      ""UnitIdentifier"": ""CARRIER5566"",
      ""PositionNumber"": 2,
      ""PositionName"": ""CIRCUIT2"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 90.0,
      ""FlipX"": false,
      ""FlipY"": false
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UnitsDeparted.htm
CFX.Production,UnitsDisqualified,Event/Notification,Sent by a process endpoint to identify that a specific production unit is disqualified or scrapped.,"UnitsDisqualified: Default Constructor | Comments: Additional free-form comments related to this disqualification. | HermesIdentifier: The Hermes BoardId of the carrier, a PCB panel or single production unit. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. HermesIdentifier will be transfered between all machines which support Hermes. The PrimaryIdentifier is containing a barcode information. Both can be transferred. Remarks Espcially when the line does not support the Hermes standard in the hole line, the Hermes Identifier can be unique only in the a part of the line. The Primary Identifier can be used to correlate the parts of hermes sublines to correlate this data as well. | PrimaryIdentifier: The barcode, RFID, etc. that was most recently acquired by the scanner / reader. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. | Reason: The reason why these units are being disqualified (scrapped). | UnitCount: ** NOTE: ADDED in CFX 2.0 ** The number of individual production units | Units: List of structures that identify each specific instance of production unit to be disqualified (could be within a carrier or panel).","{
  ""Reason"": ""DefectiveRepairNotPossible"",
  ""Comments"": ""The units were accidentally dropped, and irrepairably damaged"",
  ""UnitCount"": 2,
  ""Units"": [
    {
      ""UnitIdentifier"": ""CARRIER5566"",
      ""PositionNumber"": 1,
      ""PositionName"": ""CIRCUIT1"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 0.0,
      ""FlipX"": false,
      ""FlipY"": false
    },
    {
      ""UnitIdentifier"": ""CARRIER5566"",
      ""PositionNumber"": 2,
      ""PositionName"": ""CIRCUIT2"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 90.0,
      ""FlipX"": false,
      ""FlipY"": false
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UnitsDisqualified.htm
CFX.Production,UnitsInitialized,Event/Notification,Sent when one or more production units are first introduced into the production process flow.,"UnitsInitialized: Default Constructor | HermesIdentifier: The Hermes BoardId of the carrier, a PCB panel or single production unit. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. HermesIdentifier will be transfered between all machines which support Hermes. The PrimaryIdentifier is containing a barcode information. Both can be transferred. Remarks Espcially when the line does not support the Hermes standard in the hole line, the Hermes Identifier can be unique only in the a part of the line. The Primary Identifier can be used to correlate the parts of hermes sublines to correlate this data as well. | PrimaryIdentifier: The barcode, RFID, etc. that was most recently acquired by the scanner / reader. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. | TransactionID: If units are being initialized as part of a Work transaction, the related Transaction ID specified previously by the WorkStarted Message. Only required if initialization is occurring as part of a Work transaction, such as in the case of a laser marking machine or labeler. | UnitCount: ** NOTE: ADDED in CFX 2.0 ** The number of individual production units | Units: A list of structures that identify each specific instance of production unit that have been initialized. Could be individual units, or within a carrier, panel, etc. | WorkOrderIdentifier: The Work Order (and Batch, if applicable) to which these new production units are associated.","{
  ""WorkOrderIdentifier"": {
    ""WorkOrderId"": ""WO45648798"",
    ""Batch"": ""BATCH45648798-1""
  },
  ""TransactionID"": null,
  ""UnitCount"": 2,
  ""Units"": [
    {
      ""UnitIdentifier"": ""UNIT5566687"",
      ""PositionNumber"": 1,
      ""PositionName"": ""CIRCUIT1"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 0.0,
      ""FlipX"": false,
      ""FlipY"": false
    },
    {
      ""UnitIdentifier"": ""UNIT5566688"",
      ""PositionNumber"": 2,
      ""PositionName"": ""CIRCUIT2"",
      ""X"": 50.45,
      ""Y"": 80.66,
      ""Rotation"": 90.0,
      ""FlipX"": false,
      ""FlipY"": false
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UnitsInitialized.htm
CFX.Production,UnlockStationRequest,Request,"Request that a process endpoint resume production, following a previous lock. The response indicates that the lock has been removed.","UnlockStationRequest:  | Lane: An optional production lane. When specified, only that production lane shall be unlocked. | Requestor: Information about the operator who is requesting that the stage be unlocked. (optional) | Stage: An optional stage designating the particular production stage to be unlocked","{
  ""Lane"": null,
  ""Stage"": null,
  ""Requestor"": {
    ""OperatorIdentifier"": ""71926954-6b23-4f83-a5b4-ed7ef8cc226d"",
    ""ActorType"": ""Human"",
    ""LastName"": ""Smith"",
    ""FirstName"": ""Bill"",
    ""LoginName"": ""bill.smith@domain1.com""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UnlockStationRequest.htm
CFX.Production,UnlockStationResponse,Response,"Response to a request for a process endpoint to resume production, following a previous lock.",UnlockStationResponse:  | Result: The result of the request,"{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""OK""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UnlockStationResponse.htm
CFX.Production,UpdateRecipeRequest,Request,"This message is used to send a named recipe to a process endpoint. The message includes details of the recipe, depending on the classification of the process. The response indicates whether the recipe has been received correctly or not.","UpdateRecipeRequest: Default constructor | Overwrite: If set to true, any existing Recipe at the Endpoint with the same name will be replaced by the Recipe provided in this request. If set to False, the update request will not succeed if a Recipe with the same name exists at the Endpoint. | Reason: The reason for the update | Recipe: The new Recipe to be sent to the Endpoint.","{
  ""Overwrite"": true,
  ""Recipe"": {
    ""Name"": ""RECIPE234324"",
    ""Revision"": ""C"",
    ""ExpectedCycleTime"": 0.0,
    ""ExpectedUnitsPerWorkTransaction"": 0.0,
    ""UnitLength"": 22.46,
    ""UnitWidth"": 19.21,
    ""UnitHeight"": 0.85,
    ""MimeType"": ""application/octet-stream"",
    ""RecipeData"": ""//w0""
  },
  ""Reason"": ""NewRevision""
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UpdateRecipeRequest.htm
CFX.Production,UpdateRecipeResponse,Response,"This message is used to send a named recipe to a process endpoint. The message includes details of the recipe, depending on the classification of the process. The response indicates whether the recipe has been received correctly or not.",UpdateRecipeResponse: Default constructor | Result: The result of the request,"{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""OK""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_UpdateRecipeResponse.htm
CFX.Production,WorkCompleted,Event/Notification,Sent by a process endpoint when all work has been completed at a process endpoint.,"WorkCompleted: Default constructor | HermesIdentifier: OPTIONAL. Only required if the actual identifiers were not available at the time that the trasnaction was started (at the time the WorkStarted message was transmitted). The Hermes BoardId of the carrier, a PCB panel or single production unit. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. HermesIdentifier will be transfered between all machines which support Hermes. The PrimaryIdentifier is containing a barcode information. Both can be transferred. Remarks Espcially when the line does not support the Hermes standard in the hole line, the Hermes Identifier can be unique only in the a part of the line. The Primary Identifier can be used to correlate the parts of hermes sublines to correlate this data as well. | PerformanceImpacts: ** NOTE: ADDED in CFX 1.6 ** The total amount of productive time (in ms) that is expected to process one unit or group of units (as in the case of a carrier or panelized PCB), assuming no blocked or starved conditions at the station. This does not include any non-productive time, such as transfer, positioning, etc. | PrimaryIdentifier: OPTIONAL. Only required if the actual identifiers were not available at the time that the trasnaction was started (at the time the WorkStarted message was transmitted). The barcode, RFID, etc. that was most recently acquired by the scanner / reader. If a single production unit is moving through the process, this would be the actual unique identifier of that individual unition unit. However, if multiple production units are moving through the process as a group (as in the case of a PCB panel, a fixture, or any sort of carrier), this would be an identifier that represents the entire group of units, such as a carrier UID, a PCB panel UID, etc. | Result: An enumeration indicating the overall result of the work transaction. | TransactionID: Related Transaction ID specified previously by WorkStarted Message | UnitCount: OPTIONAL. Only required if the actual identifiers were not available at the time that the trasnaction was started (at the time the WorkStarted message was transmitted). The number of individual production units associated with this transaction. May be more than 1 in the case of a carrier or panel of multiple PCB’s. | Units: OPTIONAL. Only required if the actual identifiers were not available at the time that the trasnaction was started (at the time the WorkStarted message was transmitted). Data that identifies each specific instance of production unit with a carrier or panel.","{
  ""TransactionID"": ""2c24590d-39c5-4039-96a5-91900cecedfa"",
  ""Result"": ""Completed"",
  ""PrimaryIdentifier"": null,
  ""HermesIdentifier"": null,
  ""UnitCount"": 0,
  ""Units"": []
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_WorkCompleted.htm
CFX.Production,WorkOrderActionExecuted,Event/Notification,"** NOTE: ADDED in CFX 1.2 ** Sent when a non-added value action (out of production) relative to a work order is started, aborted or completed by a process endpoint.","WorkOrderActionExecuted: Default constructor. | Comments: Optional free-form comments associated with the work order action. | ExpectedUnitsPerBoard: The theorical number of units that are supposed to be processed simulataneously by this recipe. For example, in the case of a 2 x 2 panelized PCB, this property would be 4 because 4 units (PCBs) are procesed at one time. | RecipeName: ** NOTE: ADDED in CFX 1.6 ** The name of the recipe, when a particular surface and a particular machine are involved in the action (may include full path, if applicable) (optional) | RecipeRevision: ** NOTE: ADDED in CFX 1.6 ** Recipe version number, when a recipe name is defined (optional) | RelevantSurface: ** NOTE: ADDED in CFX 1.6 ** For two-dimensional products, such as printed circuit assemblies, specifies the relevant surface that is concerned by the action. (optional) | State: The current state of the work order action (started, completed, etc.). | TimeStamp: The time when the work order action transitioned to the state specified by the State property. | Type: The type of action of the work order action. | WorkOrderActionInstanceId: An id uniquely identfying a particular instance of work order action. If the same work order action occurs x times, each instance shall have a unique identifier. | WorkOrderIdentifier: The identifer of the Work Order or Work Order sub-batch","{
   ""WorkOrderActionInstanceId"": ""dec7ca54-efc7-4519-a250-0bc7dbeae1d6"",
   ""WorkOrderIdentifier"": {
    ""WorkOrderId"": ""WO1122334455"",
    ""Batch"": null
   },
   ""TimeStamp"": ""2018-08-01T13:46:15.5391201-04:00"",
   ""Type"": ""PreProductionOperations"",
   ""State"": ""Started"",
   ""Comments"": ""Feeders loading"",
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_Production_WorkOrderActionExecuted.htm
